task,method,seed,t,folds,regret
svc_digits,ags_default,0,1,5,0.02533333333333332
svc_digits,ags_default,0,2,10,0.02533333333333332
svc_digits,ags_default,0,3,15,0.02533333333333332
svc_digits,ags_default,0,4,20,0.02400000000000002
svc_digits,ags_default,0,5,25,0.02400000000000002
svc_digits,ags_default,0,6,30,0.02400000000000002
svc_digits,ags_default,0,7,35,0.02400000000000002
svc_digits,ags_default,0,8,40,0.0013333333333332975
svc_digits,ags_default,0,9,45,0.0013333333333332975
svc_digits,ags_default,0,10,50,0.0013333333333332975
svc_digits,ags_default,0,11,55,0.0013333333333332975
svc_digits,ags_default,0,12,60,0.0013333333333332975
svc_digits,ags_default,0,13,65,0.00533333333333319
svc_digits,ags_default,0,14,70,0.00533333333333319
svc_digits,ags_default,0,15,75,0.00533333333333319
svc_digits,ags_default,0,16,80,0.00533333333333319
svc_digits,ags_default,0,17,85,0.00533333333333319
svc_digits,ags_default,0,18,90,0.00533333333333319
svc_digits,ags_default,1,1,5,0.010666666666666491
svc_digits,ags_default,1,2,10,0.010666666666666491
svc_digits,ags_default,1,3,15,0.010666666666666491
svc_digits,ags_default,1,4,20,0.010666666666666491
svc_digits,ags_default,1,5,25,0.010666666666666491
svc_digits,ags_default,1,6,30,0.010666666666666491
svc_digits,ags_default,1,7,35,0.010666666666666491
svc_digits,ags_default,1,8,40,0.010666666666666491
svc_digits,ags_default,1,9,45,0.010666666666666491
svc_digits,ags_default,1,10,50,0.010666666666666491
svc_digits,ags_default,1,11,55,0.010666666666666491
svc_digits,ags_default,1,12,60,0.010666666666666491
svc_digits,ags_default,1,13,65,0.010666666666666491
svc_digits,ags_default,2,1,5,0.6013333333333333
svc_digits,ags_default,2,2,10,0.6013333333333333
svc_digits,ags_default,2,3,15,0.0013333333333332975
svc_digits,ags_default,2,4,20,0.0013333333333332975
svc_digits,ags_default,2,5,25,0.0013333333333332975
svc_digits,ags_default,2,6,30,0.0013333333333332975
svc_digits,ags_default,2,7,35,0.0013333333333332975
svc_digits,ags_default,2,8,40,0.0013333333333332975
svc_digits,ags_default,2,9,45,0.0013333333333332975
svc_digits,ags_default,2,10,50,0.00533333333333319
svc_digits,ags_default,2,11,55,0.00533333333333319
svc_digits,ags_default,2,12,60,0.00533333333333319
svc_digits,ags_default,2,13,65,0.00533333333333319
svc_digits,ags_default,2,14,70,0.00533333333333319
svc_digits,ags_default,2,15,75,0.00533333333333319
svc_digits,ags_default,3,1,5,0.2493333333333333
svc_digits,ags_default,3,2,10,0.00533333333333319
svc_digits,ags_default,3,3,15,0.0013333333333332975
svc_digits,ags_default,3,4,20,0.0013333333333332975
svc_digits,ags_default,3,5,25,0.0013333333333332975
svc_digits,ags_default,3,6,30,0.0013333333333332975
svc_digits,ags_default,3,7,35,0.0013333333333332975
svc_digits,ags_default,3,8,40,0.0013333333333332975
svc_digits,ags_default,3,9,45,0.0013333333333332975
svc_digits,ags_default,3,10,50,0.0013333333333332975
svc_digits,ags_default,3,11,55,0.0013333333333332975
svc_digits,ags_default,3,12,60,0.0013333333333332975
svc_digits,ags_default,3,13,65,0.0013333333333332975
svc_digits,ags_default,4,1,5,0.0039999999999998925
svc_digits,ags_default,4,2,10,0.0039999999999998925
svc_digits,ags_default,4,3,15,0.0039999999999998925
svc_digits,ags_default,4,4,20,0.0039999999999998925
svc_digits,ags_default,4,5,25,0.00533333333333319
svc_digits,ags_default,4,6,30,0.00533333333333319
svc_digits,ags_default,4,7,35,0.00533333333333319
svc_digits,ags_default,4,8,40,0.00533333333333319
svc_digits,ags_default,4,9,45,0.0013333333333332975
svc_digits,ags_default,4,10,50,0.0013333333333332975
svc_digits,ags_default,4,11,55,0.0013333333333332975
svc_digits,ags_default,4,12,60,0.0013333333333332975
svc_digits,ags_default,4,13,65,0.0013333333333332975
svc_digits,ags_default,4,14,70,0.0013333333333332975
svc_digits,ags_default,5,1,5,0.00533333333333319
svc_digits,ags_default,5,2,10,0.00533333333333319
svc_digits,ags_default,5,3,15,0.00533333333333319
svc_digits,ags_default,5,4,20,0.00533333333333319
svc_digits,ags_default,5,5,25,0.00533333333333319
svc_digits,ags_default,5,6,30,0.00533333333333319
svc_digits,ags_default,5,7,35,0.00533333333333319
svc_digits,ags_default,5,8,40,0.00533333333333319
svc_digits,ags_default,5,9,45,0.00533333333333319
svc_digits,ags_default,5,10,50,0.00533333333333319
svc_digits,ags_default,5,11,55,0.00533333333333319
svc_digits,ags_default,5,12,60,0.00533333333333319
svc_digits,ags_default,5,13,65,0.00533333333333319
svc_digits,ags_default,6,1,5,0.0039999999999998925
svc_digits,ags_default,6,2,10,0.0039999999999998925
svc_digits,ags_default,6,3,15,0.0039999999999998925
svc_digits,ags_default,6,4,20,0.0039999999999998925
svc_digits,ags_default,6,5,25,0.0039999999999998925
svc_digits,ags_default,6,6,30,0.0
svc_digits,ags_default,6,7,35,0.0
svc_digits,ags_default,6,8,40,0.0
svc_digits,ags_default,6,9,45,0.0
svc_digits,ags_default,6,10,50,0.0
svc_digits,ags_default,6,11,55,0.0
svc_digits,ags_default,6,12,60,0.0013333333333332975
svc_digits,ags_default,6,13,65,0.0013333333333332975
svc_digits,ags_default,6,14,70,0.0013333333333332975
svc_digits,ags_default,6,15,72,0.0013333333333332975
svc_digits,ags_default,6,16,77,0.0013333333333332975
svc_digits,ags_default,6,17,82,0.0013333333333332975
svc_digits,ags_default,7,1,5,0.010666666666666713
svc_digits,ags_default,7,2,10,0.010666666666666713
svc_digits,ags_default,7,3,15,0.010666666666666713
svc_digits,ags_default,7,4,20,0.00533333333333319
svc_digits,ags_default,7,5,25,0.00533333333333319
svc_digits,ags_default,7,6,30,0.00533333333333319
svc_digits,ags_default,7,7,35,0.00533333333333319
svc_digits,ags_default,7,8,40,0.00533333333333319
svc_digits,ags_default,7,9,45,0.00533333333333319
svc_digits,ags_default,7,10,50,0.00533333333333319
svc_digits,ags_default,7,11,55,0.00533333333333319
svc_digits,ags_default,7,12,60,0.00533333333333319
svc_digits,ags_default,7,13,65,0.00533333333333319
svc_digits,ags_default,7,14,70,0.00533333333333319
svc_digits,ags_default,7,15,75,0.00533333333333319
svc_digits,ags_default,7,16,80,0.00533333333333319
svc_digits,ags_default,7,17,85,0.00533333333333319
svc_digits,ags_default,8,1,5,0.00533333333333319
svc_digits,ags_default,8,2,10,0.0013333333333332975
svc_digits,ags_default,8,3,15,0.0013333333333332975
svc_digits,ags_default,8,4,20,0.0013333333333332975
svc_digits,ags_default,8,5,25,0.0013333333333332975
svc_digits,ags_default,8,6,30,0.0013333333333332975
svc_digits,ags_default,8,7,35,0.0013333333333332975
svc_digits,ags_default,8,8,40,0.0013333333333332975
svc_digits,ags_default,8,9,45,0.0013333333333332975
svc_digits,ags_default,8,10,50,0.0013333333333332975
svc_digits,ags_default,8,11,55,0.0013333333333332975
svc_digits,ags_default,8,12,60,0.00533333333333319
svc_digits,ags_default,8,13,65,0.00533333333333319
svc_digits,ags_default,8,14,70,0.00533333333333319
svc_digits,ags_default,8,15,75,0.00533333333333319
svc_digits,ags_default,8,16,80,0.00533333333333319
svc_digits,ags_default,8,17,85,0.00533333333333319
svc_digits,ags_default,9,1,5,0.051999999999999935
svc_digits,ags_default,9,2,10,0.008000000000000007
svc_digits,ags_default,9,3,15,0.010666666666666491
svc_digits,ags_default,9,4,20,0.010666666666666491
svc_digits,ags_default,9,5,25,0.010666666666666491
svc_digits,ags_default,9,6,30,0.010666666666666491
svc_digits,ags_default,9,7,35,0.00533333333333319
svc_digits,ags_default,9,8,40,0.00533333333333319
svc_digits,ags_default,9,9,45,0.00533333333333319
svc_digits,ags_default,9,10,50,0.00533333333333319
svc_digits,ags_default,9,11,55,0.00533333333333319
svc_digits,ags_default,9,12,60,0.00533333333333319
svc_digits,ags_default,9,13,65,0.00533333333333319
svc_digits,ags_no_early_stop,0,1,5,0.02533333333333332
svc_digits,ags_no_early_stop,0,2,10,0.02533333333333332
svc_digits,ags_no_early_stop,0,3,15,0.02533333333333332
svc_digits,ags_no_early_stop,0,4,20,0.02400000000000002
svc_digits,ags_no_early_stop,0,5,25,0.02400000000000002
svc_digits,ags_no_early_stop,0,6,30,0.02400000000000002
svc_digits,ags_no_early_stop,0,7,35,0.02400000000000002
svc_digits,ags_no_early_stop,0,8,40,0.0013333333333332975
svc_digits,ags_no_early_stop,0,9,45,0.0013333333333332975
svc_digits,ags_no_early_stop,0,10,50,0.0013333333333332975
svc_digits,ags_no_early_stop,0,11,55,0.0013333333333332975
svc_digits,ags_no_early_stop,0,12,60,0.0013333333333332975
svc_digits,ags_no_early_stop,0,13,65,0.00533333333333319
svc_digits,ags_no_early_stop,0,14,70,0.00533333333333319
svc_digits,ags_no_early_stop,0,15,75,0.00533333333333319
svc_digits,ags_no_early_stop,0,16,80,0.00533333333333319
svc_digits,ags_no_early_stop,0,17,85,0.00533333333333319
svc_digits,ags_no_early_stop,0,18,90,0.00533333333333319
svc_digits,ags_no_early_stop,0,19,95,0.00533333333333319
svc_digits,ags_no_early_stop,0,20,100,0.00533333333333319
svc_digits,ags_no_early_stop,0,21,105,0.00533333333333319
svc_digits,ags_no_early_stop,0,22,110,0.00533333333333319
svc_digits,ags_no_early_stop,0,23,112,0.00533333333333319
svc_digits,ags_no_early_stop,0,24,114,0.00533333333333319
svc_digits,ags_no_early_stop,0,25,119,0.00533333333333319
svc_digits,ags_no_early_stop,0,26,124,0.00533333333333319
svc_digits,ags_no_early_stop,0,27,129,0.00533333333333319
svc_digits,ags_no_early_stop,0,28,132,0.00533333333333319
svc_digits,ags_no_early_stop,0,29,137,0.00533333333333319
svc_digits,ags_no_early_stop,0,30,142,0.00533333333333319
svc_digits,ags_no_early_stop,0,31,145,0.00533333333333319
svc_digits,ags_no_early_stop,0,32,150,0.00533333333333319
svc_digits,ags_no_early_stop,0,33,155,0.00533333333333319
svc_digits,ags_no_early_stop,0,34,159,0.00533333333333319
svc_digits,ags_no_early_stop,0,35,164,0.00533333333333319
svc_digits,ags_no_early_stop,0,36,169,0.00533333333333319
svc_digits,ags_no_early_stop,0,37,171,0.00533333333333319
svc_digits,ags_no_early_stop,0,38,176,0.00533333333333319
svc_digits,ags_no_early_stop,0,39,181,0.00533333333333319
svc_digits,ags_no_early_stop,0,40,183,0.00533333333333319
svc_digits,ags_no_early_stop,1,1,5,0.010666666666666491
svc_digits,ags_no_early_stop,1,2,10,0.010666666666666491
svc_digits,ags_no_early_stop,1,3,15,0.010666666666666491
svc_digits,ags_no_early_stop,1,4,20,0.010666666666666491
svc_digits,ags_no_early_stop,1,5,25,0.010666666666666491
svc_digits,ags_no_early_stop,1,6,30,0.010666666666666491
svc_digits,ags_no_early_stop,1,7,35,0.010666666666666491
svc_digits,ags_no_early_stop,1,8,40,0.010666666666666491
svc_digits,ags_no_early_stop,1,9,45,0.010666666666666491
svc_digits,ags_no_early_stop,1,10,50,0.010666666666666491
svc_digits,ags_no_early_stop,1,11,55,0.010666666666666491
svc_digits,ags_no_early_stop,1,12,60,0.010666666666666491
svc_digits,ags_no_early_stop,1,13,65,0.010666666666666491
svc_digits,ags_no_early_stop,1,14,70,0.010666666666666491
svc_digits,ags_no_early_stop,1,15,75,0.010666666666666491
svc_digits,ags_no_early_stop,1,16,80,0.010666666666666491
svc_digits,ags_no_early_stop,1,17,85,0.010666666666666491
svc_digits,ags_no_early_stop,1,18,90,0.010666666666666491
svc_digits,ags_no_early_stop,1,19,95,0.010666666666666491
svc_digits,ags_no_early_stop,1,20,100,0.010666666666666491
svc_digits,ags_no_early_stop,1,21,105,0.010666666666666491
svc_digits,ags_no_early_stop,1,22,110,0.010666666666666491
svc_digits,ags_no_early_stop,1,23,115,0.00533333333333319
svc_digits,ags_no_early_stop,1,24,120,0.00533333333333319
svc_digits,ags_no_early_stop,1,25,125,0.00533333333333319
svc_digits,ags_no_early_stop,1,26,130,0.00533333333333319
svc_digits,ags_no_early_stop,1,27,135,0.00533333333333319
svc_digits,ags_no_early_stop,1,28,140,0.00533333333333319
svc_digits,ags_no_early_stop,1,29,145,0.00533333333333319
svc_digits,ags_no_early_stop,1,30,150,0.00533333333333319
svc_digits,ags_no_early_stop,1,31,152,0.00533333333333319
svc_digits,ags_no_early_stop,1,32,157,0.00533333333333319
svc_digits,ags_no_early_stop,1,33,162,0.00533333333333319
svc_digits,ags_no_early_stop,1,34,167,0.00533333333333319
svc_digits,ags_no_early_stop,1,35,172,0.00533333333333319
svc_digits,ags_no_early_stop,1,36,177,0.00533333333333319
svc_digits,ags_no_early_stop,1,37,182,0.00533333333333319
svc_digits,ags_no_early_stop,1,38,187,0.00533333333333319
svc_digits,ags_no_early_stop,1,39,192,0.00533333333333319
svc_digits,ags_no_early_stop,1,40,197,0.00533333333333319
svc_digits,ags_no_early_stop,2,1,5,0.6013333333333333
svc_digits,ags_no_early_stop,2,2,10,0.6013333333333333
svc_digits,ags_no_early_stop,2,3,15,0.0013333333333332975
svc_digits,ags_no_early_stop,2,4,20,0.0013333333333332975
svc_digits,ags_no_early_stop,2,5,25,0.0013333333333332975
svc_digits,ags_no_early_stop,2,6,30,0.0013333333333332975
svc_digits,ags_no_early_stop,2,7,35,0.0013333333333332975
svc_digits,ags_no_early_stop,2,8,40,0.0013333333333332975
svc_digits,ags_no_early_stop,2,9,45,0.0013333333333332975
svc_digits,ags_no_early_stop,2,10,50,0.00533333333333319
svc_digits,ags_no_early_stop,2,11,55,0.00533333333333319
svc_digits,ags_no_early_stop,2,12,60,0.00533333333333319
svc_digits,ags_no_early_stop,2,13,65,0.00533333333333319
svc_digits,ags_no_early_stop,2,14,70,0.00533333333333319
svc_digits,ags_no_early_stop,2,15,75,0.00533333333333319
svc_digits,ags_no_early_stop,2,16,80,0.00533333333333319
svc_digits,ags_no_early_stop,2,17,85,0.00533333333333319
svc_digits,ags_no_early_stop,2,18,90,0.00533333333333319
svc_digits,ags_no_early_stop,2,19,95,0.00533333333333319
svc_digits,ags_no_early_stop,2,20,100,0.00533333333333319
svc_digits,ags_no_early_stop,2,21,105,0.00533333333333319
svc_digits,ags_no_early_stop,2,22,110,0.00533333333333319
svc_digits,ags_no_early_stop,2,23,115,0.00533333333333319
svc_digits,ags_no_early_stop,2,24,120,0.00533333333333319
svc_digits,ags_no_early_stop,2,25,125,0.00533333333333319
svc_digits,ags_no_early_stop,2,26,130,0.00533333333333319
svc_digits,ags_no_early_stop,2,27,135,0.00533333333333319
svc_digits,ags_no_early_stop,2,28,140,0.00533333333333319
svc_digits,ags_no_early_stop,2,29,142,0.00533333333333319
svc_digits,ags_no_early_stop,2,30,147,0.00533333333333319
svc_digits,ags_no_early_stop,2,31,152,0.00533333333333319
svc_digits,ags_no_early_stop,2,32,157,0.00533333333333319
svc_digits,ags_no_early_stop,2,33,162,0.00533333333333319
svc_digits,ags_no_early_stop,2,34,167,0.00533333333333319
svc_digits,ags_no_early_stop,2,35,172,0.00533333333333319
svc_digits,ags_no_early_stop,2,36,177,0.00533333333333319
svc_digits,ags_no_early_stop,2,37,182,0.00533333333333319
svc_digits,ags_no_early_stop,2,38,184,0.00533333333333319
svc_digits,ags_no_early_stop,2,39,186,0.00533333333333319
svc_digits,ags_no_early_stop,2,40,188,0.00533333333333319
svc_digits,ags_no_early_stop,3,1,5,0.2493333333333333
svc_digits,ags_no_early_stop,3,2,10,0.00533333333333319
svc_digits,ags_no_early_stop,3,3,15,0.0013333333333332975
svc_digits,ags_no_early_stop,3,4,20,0.0013333333333332975
svc_digits,ags_no_early_stop,3,5,25,0.0013333333333332975
svc_digits,ags_no_early_stop,3,6,30,0.0013333333333332975
svc_digits,ags_no_early_stop,3,7,35,0.0013333333333332975
svc_digits,ags_no_early_stop,3,8,40,0.0013333333333332975
svc_digits,ags_no_early_stop,3,9,45,0.0013333333333332975
svc_digits,ags_no_early_stop,3,10,50,0.0013333333333332975
svc_digits,ags_no_early_stop,3,11,55,0.0013333333333332975
svc_digits,ags_no_early_stop,3,12,60,0.0013333333333332975
svc_digits,ags_no_early_stop,3,13,65,0.0013333333333332975
svc_digits,ags_no_early_stop,3,14,67,0.0013333333333332975
svc_digits,ags_no_early_stop,3,15,72,0.0013333333333332975
svc_digits,ags_no_early_stop,3,16,77,0.0013333333333332975
svc_digits,ags_no_early_stop,3,17,82,0.0013333333333332975
svc_digits,ags_no_early_stop,3,18,87,0.0013333333333332975
svc_digits,ags_no_early_stop,3,19,92,0.0013333333333332975
svc_digits,ags_no_early_stop,3,20,97,0.0013333333333332975
svc_digits,ags_no_early_stop,3,21,102,0.0013333333333332975
svc_digits,ags_no_early_stop,3,22,107,0.0013333333333332975
svc_digits,ags_no_early_stop,3,23,112,0.0013333333333332975
svc_digits,ags_no_early_stop,3,24,117,0.0013333333333332975
svc_digits,ags_no_early_stop,3,25,122,0.0013333333333332975
svc_digits,ags_no_early_stop,3,26,127,0.0013333333333332975
svc_digits,ags_no_early_stop,3,27,129,0.0013333333333332975
svc_digits,ags_no_early_stop,3,28,131,0.0013333333333332975
svc_digits,ags_no_early_stop,3,29,133,0.0013333333333332975
svc_digits,ags_no_early_stop,3,30,138,0.0013333333333332975
svc_digits,ags_no_early_stop,3,31,143,0.0013333333333332975
svc_digits,ags_no_early_stop,3,32,148,0.0013333333333332975
svc_digits,ags_no_early_stop,3,33,153,0.0013333333333332975
svc_digits,ags_no_early_stop,3,34,158,0.0
svc_digits,ags_no_early_stop,3,35,163,0.0
svc_digits,ags_no_early_stop,3,36,168,0.0
svc_digits,ags_no_early_stop,3,37,172,0.0
svc_digits,ags_no_early_stop,3,38,174,0.0
svc_digits,ags_no_early_stop,3,39,176,0.0
svc_digits,ags_no_early_stop,3,40,178,0.0
svc_digits,ags_no_early_stop,4,1,5,0.0039999999999998925
svc_digits,ags_no_early_stop,4,2,10,0.0039999999999998925
svc_digits,ags_no_early_stop,4,3,15,0.0039999999999998925
svc_digits,ags_no_early_stop,4,4,20,0.0039999999999998925
svc_digits,ags_no_early_stop,4,5,25,0.00533333333333319
svc_digits,ags_no_early_stop,4,6,30,0.00533333333333319
svc_digits,ags_no_early_stop,4,7,35,0.00533333333333319
svc_digits,ags_no_early_stop,4,8,40,0.00533333333333319
svc_digits,ags_no_early_stop,4,9,45,0.0013333333333332975
svc_digits,ags_no_early_stop,4,10,50,0.0013333333333332975
svc_digits,ags_no_early_stop,4,11,55,0.0013333333333332975
svc_digits,ags_no_early_stop,4,12,60,0.0013333333333332975
svc_digits,ags_no_early_stop,4,13,65,0.0013333333333332975
svc_digits,ags_no_early_stop,4,14,70,0.0013333333333332975
svc_digits,ags_no_early_stop,4,15,75,0.0013333333333332975
svc_digits,ags_no_early_stop,4,16,80,0.0013333333333332975
svc_digits,ags_no_early_stop,4,17,85,0.0013333333333332975
svc_digits,ags_no_early_stop,4,18,90,0.0013333333333332975
svc_digits,ags_no_early_stop,4,19,95,0.0013333333333332975
svc_digits,ags_no_early_stop,4,20,100,0.0013333333333332975
svc_digits,ags_no_early_stop,4,21,102,0.0013333333333332975
svc_digits,ags_no_early_stop,4,22,107,0.0013333333333332975
svc_digits,ags_no_early_stop,4,23,112,0.0013333333333332975
svc_digits,ags_no_early_stop,4,24,117,0.0013333333333332975
svc_digits,ags_no_early_stop,4,25,122,0.0013333333333332975
svc_digits,ags_no_early_stop,4,26,124,0.0013333333333332975
svc_digits,ags_no_early_stop,4,27,129,0.0013333333333332975
svc_digits,ags_no_early_stop,4,28,131,0.0013333333333332975
svc_digits,ags_no_early_stop,4,29,136,0.0013333333333332975
svc_digits,ags_no_early_stop,4,30,138,0.0013333333333332975
svc_digits,ags_no_early_stop,4,31,143,0.0013333333333332975
svc_digits,ags_no_early_stop,4,32,145,0.0013333333333332975
svc_digits,ags_no_early_stop,4,33,150,0.0013333333333332975
svc_digits,ags_no_early_stop,4,34,155,0.0013333333333332975
svc_digits,ags_no_early_stop,4,35,160,0.0013333333333332975
svc_digits,ags_no_early_stop,4,36,165,0.0013333333333332975
svc_digits,ags_no_early_stop,4,37,168,0.0013333333333332975
svc_digits,ags_no_early_stop,4,38,173,0.0013333333333332975
svc_digits,ags_no_early_stop,4,39,178,0.0013333333333332975
svc_digits,ags_no_early_stop,4,40,183,0.0013333333333332975
svc_digits,ags_no_early_stop,5,1,5,0.00533333333333319
svc_digits,ags_no_early_stop,5,2,10,0.00533333333333319
svc_digits,ags_no_early_stop,5,3,15,0.00533333333333319
svc_digits,ags_no_early_stop,5,4,20,0.00533333333333319
svc_digits,ags_no_early_stop,5,5,25,0.00533333333333319
svc_digits,ags_no_early_stop,5,6,30,0.00533333333333319
svc_digits,ags_no_early_stop,5,7,35,0.00533333333333319
svc_digits,ags_no_early_stop,5,8,40,0.00533333333333319
svc_digits,ags_no_early_stop,5,9,45,0.00533333333333319
svc_digits,ags_no_early_stop,5,10,50,0.00533333333333319
svc_digits,ags_no_early_stop,5,11,55,0.00533333333333319
svc_digits,ags_no_early_stop,5,12,60,0.00533333333333319
svc_digits,ags_no_early_stop,5,13,65,0.00533333333333319
svc_digits,ags_no_early_stop,5,14,70,0.00533333333333319
svc_digits,ags_no_early_stop,5,15,75,0.00533333333333319
svc_digits,ags_no_early_stop,5,16,80,0.00533333333333319
svc_digits,ags_no_early_stop,5,17,85,0.00533333333333319
svc_digits,ags_no_early_stop,5,18,90,0.00533333333333319
svc_digits,ags_no_early_stop,5,19,95,0.00533333333333319
svc_digits,ags_no_early_stop,5,20,100,0.00533333333333319
svc_digits,ags_no_early_stop,5,21,105,0.00533333333333319
svc_digits,ags_no_early_stop,5,22,110,0.00533333333333319
svc_digits,ags_no_early_stop,5,23,115,0.00533333333333319
svc_digits,ags_no_early_stop,5,24,120,0.00533333333333319
svc_digits,ags_no_early_stop,5,25,125,0.00533333333333319
svc_digits,ags_no_early_stop,5,26,130,0.00533333333333319
svc_digits,ags_no_early_stop,5,27,132,0.00533333333333319
svc_digits,ags_no_early_stop,5,28,135,0.00533333333333319
svc_digits,ags_no_early_stop,5,29,137,0.00533333333333319
svc_digits,ags_no_early_stop,5,30,142,0.00533333333333319
svc_digits,ags_no_early_stop,5,31,147,0.00533333333333319
svc_digits,ags_no_early_stop,5,32,150,0.00533333333333319
svc_digits,ags_no_early_stop,5,33,155,0.00533333333333319
svc_digits,ags_no_early_stop,5,34,160,0.00533333333333319
svc_digits,ags_no_early_stop,5,35,163,0.00533333333333319
svc_digits,ags_no_early_stop,5,36,167,0.00533333333333319
svc_digits,ags_no_early_stop,5,37,170,0.00533333333333319
svc_digits,ags_no_early_stop,5,38,173,0.00533333333333319
svc_digits,ags_no_early_stop,5,39,177,0.00533333333333319
svc_digits,ags_no_early_stop,5,40,179,0.00533333333333319
svc_digits,ags_no_early_stop,6,1,5,0.0039999999999998925
svc_digits,ags_no_early_stop,6,2,10,0.0039999999999998925
svc_digits,ags_no_early_stop,6,3,15,0.0039999999999998925
svc_digits,ags_no_early_stop,6,4,20,0.0039999999999998925
svc_digits,ags_no_early_stop,6,5,25,0.0039999999999998925
svc_digits,ags_no_early_stop,6,6,30,0.0
svc_digits,ags_no_early_stop,6,7,35,0.0
svc_digits,ags_no_early_stop,6,8,40,0.0
svc_digits,ags_no_early_stop,6,9,45,0.0
svc_digits,ags_no_early_stop,6,10,50,0.0
svc_digits,ags_no_early_stop,6,11,55,0.0
svc_digits,ags_no_early_stop,6,12,60,0.0013333333333332975
svc_digits,ags_no_early_stop,6,13,65,0.0013333333333332975
svc_digits,ags_no_early_stop,6,14,70,0.0013333333333332975
svc_digits,ags_no_early_stop,6,15,72,0.0013333333333332975
svc_digits,ags_no_early_stop,6,16,77,0.0013333333333332975
svc_digits,ags_no_early_stop,6,17,82,0.0013333333333332975
svc_digits,ags_no_early_stop,6,18,84,0.0013333333333332975
svc_digits,ags_no_early_stop,6,19,87,0.0013333333333332975
svc_digits,ags_no_early_stop,6,20,92,0.0013333333333332975
svc_digits,ags_no_early_stop,6,21,97,0.0013333333333332975
svc_digits,ags_no_early_stop,6,22,99,0.0013333333333332975
svc_digits,ags_no_early_stop,6,23,101,0.0013333333333332975
svc_digits,ags_no_early_stop,6,24,104,0.0013333333333332975
svc_digits,ags_no_early_stop,6,25,106,0.0013333333333332975
svc_digits,ags_no_early_stop,6,26,108,0.0013333333333332975
svc_digits,ags_no_early_stop,6,27,110,0.0013333333333332975
svc_digits,ags_no_early_stop,6,28,112,0.0013333333333332975
svc_digits,ags_no_early_stop,6,29,114,0.0013333333333332975
svc_digits,ags_no_early_stop,6,30,119,0.0013333333333332975
svc_digits,ags_no_early_stop,6,31,124,0.0013333333333332975
svc_digits,ags_no_early_stop,6,32,127,0.0013333333333332975
svc_digits,ags_no_early_stop,6,33,132,0.0013333333333332975
svc_digits,ags_no_early_stop,6,34,137,0.0013333333333332975
svc_digits,ags_no_early_stop,6,35,139,0.0013333333333332975
svc_digits,ags_no_early_stop,6,36,142,0.0013333333333332975
svc_digits,ags_no_early_stop,6,37,145,0.0013333333333332975
svc_digits,ags_no_early_stop,6,38,147,0.0013333333333332975
svc_digits,ags_no_early_stop,6,39,149,0.0013333333333332975
svc_digits,ags_no_early_stop,6,40,151,0.0013333333333332975
svc_digits,ags_no_early_stop,7,1,5,0.010666666666666713
svc_digits,ags_no_early_stop,7,2,10,0.010666666666666713
svc_digits,ags_no_early_stop,7,3,15,0.010666666666666713
svc_digits,ags_no_early_stop,7,4,20,0.00533333333333319
svc_digits,ags_no_early_stop,7,5,25,0.00533333333333319
svc_digits,ags_no_early_stop,7,6,30,0.00533333333333319
svc_digits,ags_no_early_stop,7,7,35,0.00533333333333319
svc_digits,ags_no_early_stop,7,8,40,0.00533333333333319
svc_digits,ags_no_early_stop,7,9,45,0.00533333333333319
svc_digits,ags_no_early_stop,7,10,50,0.00533333333333319
svc_digits,ags_no_early_stop,7,11,55,0.00533333333333319
svc_digits,ags_no_early_stop,7,12,60,0.00533333333333319
svc_digits,ags_no_early_stop,7,13,65,0.00533333333333319
svc_digits,ags_no_early_stop,7,14,70,0.00533333333333319
svc_digits,ags_no_early_stop,7,15,75,0.00533333333333319
svc_digits,ags_no_early_stop,7,16,80,0.00533333333333319
svc_digits,ags_no_early_stop,7,17,85,0.00533333333333319
svc_digits,ags_no_early_stop,7,18,90,0.00533333333333319
svc_digits,ags_no_early_stop,7,19,95,0.00533333333333319
svc_digits,ags_no_early_stop,7,20,100,0.00533333333333319
svc_digits,ags_no_early_stop,7,21,102,0.00533333333333319
svc_digits,ags_no_early_stop,7,22,105,0.00533333333333319
svc_digits,ags_no_early_stop,7,23,108,0.00533333333333319
svc_digits,ags_no_early_stop,7,24,113,0.00533333333333319
svc_digits,ags_no_early_stop,7,25,118,0.00533333333333319
svc_digits,ags_no_early_stop,7,26,120,0.00533333333333319
svc_digits,ags_no_early_stop,7,27,124,0.00533333333333319
svc_digits,ags_no_early_stop,7,28,129,0.0
svc_digits,ags_no_early_stop,7,29,134,0.0
svc_digits,ags_no_early_stop,7,30,139,0.0
svc_digits,ags_no_early_stop,7,31,144,0.0
svc_digits,ags_no_early_stop,7,32,147,0.0
svc_digits,ags_no_early_stop,7,33,152,0.0
svc_digits,ags_no_early_stop,7,34,154,0.0
svc_digits,ags_no_early_stop,7,35,159,0.0
svc_digits,ags_no_early_stop,7,36,163,0.0
svc_digits,ags_no_early_stop,7,37,166,0.0
svc_digits,ags_no_early_stop,7,38,168,0.0
svc_digits,ags_no_early_stop,7,39,172,0.0
svc_digits,ags_no_early_stop,7,40,176,0.0
svc_digits,ags_no_early_stop,8,1,5,0.00533333333333319
svc_digits,ags_no_early_stop,8,2,10,0.0013333333333332975
svc_digits,ags_no_early_stop,8,3,15,0.0013333333333332975
svc_digits,ags_no_early_stop,8,4,20,0.0013333333333332975
