task,method,seed,n_evals,folds,wall,own_best,ref_cv,regret,test,hit_optimum
hgb_synth,random,8,40,200,16.12855588000002,0.9581542351453856,0.9555309734513273,0.0034292035398230114,0.9725224712709069,False
hgb_synth,random,9,40,200,17.99158875799992,0.961156763590392,0.9541877370417193,0.0047724399494309955,0.9679144385026739,False
hgb_synth,optuna_tpe,0,40,200,25.940276195000024,0.961599241466498,0.9555309734513273,0.0034292035398230114,0.9691944476049607,False
hgb_synth,optuna_tpe,1,40,200,23.08179915000005,0.9557680151706702,0.9579487989886222,0.0010113780025281516,0.9690806690180906,False
hgb_synth,optuna_tpe,2,40,200,20.1745158519999,0.9574589127686473,0.9515960809102403,0.007364096080910043,0.962737512800091,False
hgb_synth,optuna_tpe,3,40,200,24.49276621299998,0.9582174462705435,0.9534608091024019,0.0054993678887483854,0.967573102742064,False
hgb_synth,optuna_tpe,4,40,200,19.880024106000064,0.9593868520859671,0.955673198482933,0.003286978508217353,0.9732051427921266,False
hgb_synth,optuna_tpe,5,40,200,24.314422597999965,0.9607774968394438,0.9574589127686473,0.0015012642225030737,0.9677722152690864,False
hgb_synth,optuna_tpe,6,40,200,26.05734312000004,0.9589601769911503,0.9555309734513273,0.0034292035398230114,0.9732051427921266,False
hgb_synth,optuna_tpe,7,40,200,17.02520906699999,0.9600505689001263,0.9549304677623262,0.004029709228824174,0.9690522243713734,False
hgb_synth,optuna_tpe,8,40,200,25.603333627999973,0.9596554993678887,0.9559734513274336,0.002986725663716716,0.9684833314370236,False
hgb_synth,optuna_tpe,9,40,200,22.327337818000046,0.9621997471554995,0.9549304677623262,0.004029709228824174,0.9690522243713734,False
hgb_synth,grid_search,-1,300,1500,130.07923269999986,0.9589601769911503,0.9589601769911503,0.0,0.9698771191261805,True
knn_housing,ags_default,0,18,90,1.1477171889999909,-0.3934874077933189,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_default,1,16,80,1.1560701770000605,-0.3844361320224301,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_default,2,13,65,0.8841642010000896,-0.38811661527446695,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_default,3,19,95,1.3002249969999866,-0.3863856700899181,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_default,4,17,85,1.2910738829999673,-0.3851271454805012,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_default,5,17,85,1.1239731179999808,-0.3869279072654008,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_default,6,13,65,0.9836323369999036,-0.38999801289675584,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_default,7,20,100,1.5150546520000034,-0.3797545406475244,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_default,8,16,80,1.064043897999909,-0.3868514260529584,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_default,9,19,95,1.2901512890000504,-0.3846331091511109,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_early_stop,0,24,117,1.4181338429999641,-0.3934874077933189,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_early_stop,1,24,120,1.8699963190000517,-0.3844361320224301,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_early_stop,2,24,111,1.568600726999989,-0.38811661527446695,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_early_stop,3,24,120,1.7216841939999767,-0.3863856700899181,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_early_stop,4,24,120,1.828709240999956,-0.3851271454805012,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_early_stop,5,24,109,1.4285276279999835,-0.3869279072654008,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_early_stop,6,24,102,1.5223077829999738,-0.38999801289675584,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_early_stop,7,24,119,1.7313248709999698,-0.3797545406475244,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_early_stop,8,24,111,1.5268962889999784,-0.3868514260529584,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_early_stop,9,24,118,1.6717402059999813,-0.3846331091511109,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_prune_no_stop,0,24,120,1.553427135999982,-0.3934874077933189,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_prune_no_stop,1,24,120,1.7034306699999888,-0.3844361320224301,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_prune_no_stop,2,24,120,1.66707541400001,-0.38811661527446695,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_prune_no_stop,3,24,120,1.6290255559999878,-0.3863856700899181,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_prune_no_stop,4,24,120,1.7079994370000122,-0.3851271454805012,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_prune_no_stop,5,24,120,1.556653522999909,-0.3869279072654008,-0.38370858728939,0.0,-0.3363046557210284,True
knn_housing,ags_no_prune_no_stop,6,24,120,1.641335572999992,-0.38999801289675584,-0.3905367143756647,0.006828127086274671,-0.3296681222212213,False
knn_housing,ags_no_prune_no_stop,7,24,120,1.7143116419999842,-0.3797545406475244,-0.38370858728939,0.0,-0.3363046557210284,True
